LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,TOOLTIP,SOURCE,SOURCE URL,2011,2012,2013,2014,2015,2016,LEVEL
ECONOMIC & WORKFORCE DEVELOPM,WIA-2003-2005,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2003-2005 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2004-2006,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2004-2006,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2004-2006,DONATIONS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2004-2006,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2004-2006 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2005-2007,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2005-2007 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2006-2008,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2006-2008 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2007-2009,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2007-2009 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2008-2010,FEDERAL PASSED THRU STATE,,,,,,656,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2008-2010 Total,,,,,,,656,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA 2009-2011,FEDERAL PASSED THRU STATE,,,,,,419443,94252,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA 2009-2011 Total,,,,,,,419443,94252,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA 2010-2011,FEDERAL PASSED THRU STATE,,,,,,1631627,593821,36267,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA 2010-2011 Total,,,,,,,1631627,593821,36267,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY & OLD FUNDS,CONVERSION CLEANUP FY 2012,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY & OLD FUNDS Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY-2002-2003,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY-2002-2003 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2002-2003,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2002-2003,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2002-2003,DONATIONS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2002-2003,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2002-2003 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2003-2004,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2003-2004,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2003-2004,DONATIONS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2003-2004,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2003-2004 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2004-2005,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2004-2005,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2004-2005,DONATIONS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2004-2005,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY FUNDING-2004-2005 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,SUMMER YOUTH PRIVATE CONTRIBUT,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,SUMMER YOUTH PRIVATE CONTRIBUT,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,SUMMER YOUTH PRIVATE CONTRIBUT,DONATIONS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,SUMMER YOUTH PRIVATE CONTRIBUT,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,SUMMER YOUTH PRIVATE CONTRIBUT Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,SAGE GRANT,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,SAGE GRANT,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,SAGE GRANT,GRANTS CLOSE OUT 2012,,,,,,0,-22519,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,SAGE GRANT,DONATIONS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,SAGE GRANT,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,SAGE GRANT Total,,,,,,,0,-22519,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,YOUTH BUILD,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,YOUTH BUILD,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,YOUTH BUILD,GRANTS CLOSE OUT 2012,,,,,,0,129191,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,YOUTH BUILD,DONATIONS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,YOUTH BUILD,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,YOUTH BUILD Total,,,,,,,0,129191,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,ECONOMIC DEV GRANTS 2010-2011,PRIVATE GRANTS,,,,,,32258,200022,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,ECONOMIC DEV GRANTS 2010-2011 Total,,,,,,,32258,200022,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY-2003-2004,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-CITY-2003-2004 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,SUMMER YOUTH PRIVATE CONTRIBUT,DONATIONS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,SUMMER YOUTH PRIVATE CONTRIBUT Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,SAGE GRANT,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,SAGE GRANT Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,YOUTH BUILD,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,YOUTH BUILD Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2002-2004 - 2050,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2002-2004 - 2050,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2002-2004 - 2050,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2002-2004 - 2050,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2002-2004 - 2050 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2002-2004 - 2010-2040,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2002-2004 - 2010-2040,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2002-2004 - 2010-2040,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2002-2004 - 2010-2040 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA 2011-2012 & 2012-2013,FEDERAL PASSED THRU STATE,,,,,,0,1390253,534814,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA 2011-2012 & 2012-2013 Total,,,,,,,0,1390253,534814,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA 2012-2013 & 2013-2014,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA 2012-2013 & 2013-2014,FEDERAL PASSED THRU STATE,,,,,,0,0,1480586,435816,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA 2012-2013 & 2013-2014 Total,,,,,,,0,0,1480586,435816,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2003-2005 - 2050,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2003-2005 - 2050 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA: FY 2013-2014 (PY2013),FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA: FY 2013-2014 (PY2013),FEDERAL PASSED THRU STATE,,,,,,0,0,0,1811393,417368,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA: FY 2013-2014 (PY2013) Total,,,,,,,0,0,0,1811393,417368,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA: FY 2014-2015 (PY2014),FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA: FY 2014-2015 (PY2014),FEDERAL PASSED THRU STATE,,,,,,0,0,0,581,1688441,453771,3
ECONOMIC & WORKFORCE DEVELOPM,WIA: FY 2014-2015 (PY2014) Total,,,,,,,0,0,0,581,1688441,453771,2
ECONOMIC & WORKFORCE DEVELOPM,WIA: FY2015-2016 (PY15),FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA: FY2015-2016 (PY15),FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,1391746,3
ECONOMIC & WORKFORCE DEVELOPM,WIA: FY2015-2016 (PY15) Total,,,,,,,0,0,0,0,0,1391746,2
ECONOMIC & WORKFORCE DEVELOPM,WIOA: FY2016-2017 (PY16),FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIOA: FY2016-2017 (PY16) Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2003-2005 - 2010-2040,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2003-2005 - 2010-2040,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2003-2005 - 2010-2040,ALCOHOLIC BEVERAGE CONTROL,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2003-2005 - 2010-2040 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2004-2006 - 2050,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2004-2006 - 2050,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2004-2006 - 2050,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2004-2006 - 2050 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA-2004-2006 - 2010-2040,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA-2004-2006 - 2010-2040 Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,WIA - RECOVERY ACT 2009,FEDERAL PASSED THRU STATE,,,,,,126661,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,WIA - RECOVERY ACT 2009 Total,,,,,,,126661,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN REVITALIZATION FUND,MONTHLY PARKING,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN REVITALIZATION FUND,DISTRIBUTED INTEREST,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN REVITALIZATION FUND,SALE OF PROPERTY,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN REVITALIZATION FUND,APPROPRIATIONS FROM FUND BALAN,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN REVITALIZATION FUND,TRANSFERS FROM RESERVES,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN REVITALIZATION FUND,AMERICAN TOBACCO NORTH PARKING,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN REVITALIZATION FUND,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN REVITALIZATION FUND Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN BUSINESS ASSISTANCE,INVESTMENT INCOME,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN BUSINESS ASSISTANCE,DISTRIBUTED INTEREST,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN BUSINESS ASSISTANCE,AMRINATIONAL HOUSING LOANS DIS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN BUSINESS ASSISTANCE,APPROPRIATIONS FROM FUND BALAN,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN BUSINESS ASSISTANCE,TRANSFERS FROM RESERVES,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,DOWNTOWN BUSINESS ASSISTANCE Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,CULTURAL MASTER PLAN GRANT FUN,DURHAM COUNTY,,,,,,0,0,-164804,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,CULTURAL MASTER PLAN GRANT FUN,CULTURAL MASTER PLAN GRANT,,,,,,0,0,132350,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,CULTURAL MASTER PLAN GRANT FUN,DONATIONS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,CULTURAL MASTER PLAN GRANT FUN Total,,,,,,,0,0,-32454,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,CULTURAL MASTER PLAN YR 4,DURHAM COUNTY,,,,,,0,0,-35504,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,CULTURAL MASTER PLAN YR 4,CULTURAL MASTER PLAN GRANT,,,,,,0,0,67957,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,CULTURAL MASTER PLAN YR 4,DISTRIBUTED INTEREST,,,,,,0,0,-1676,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,CULTURAL MASTER PLAN YR 4,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,CULTURAL MASTER PLAN YR 4 Total,,,,,,,0,0,30778,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,OEWD - EDI GRANTS,FEDERAL GRANTS,,,,,,4073,0,34755,5700,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,OEWD - EDI GRANTS Total,,,,,,,4073,0,34755,5700,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,OEWD - JOINT PORTFOLIO MEETING,SPECIAL GRANTS,,,,,,0,29372,-29372,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,OEWD - JOINT PORTFOLIO MEETING Total,,,,,,,0,29372,-29372,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,OEWD MISC GRANTS,FEDERAL GRANTS,,,,,,0,0,0,0,0,20000,3
ECONOMIC & WORKFORCE DEVELOPM,OEWD MISC GRANTS,DURHAM COUNTY,,,,,,0,0,0,0,75000,75000,3
ECONOMIC & WORKFORCE DEVELOPM,OEWD MISC GRANTS,PRIVATE GRANTS,,,,,,0,1080,71174,102024,23760,-9038,3
ECONOMIC & WORKFORCE DEVELOPM,OEWD MISC GRANTS Total,,,,,,,0,1080,71174,102024,98760,85962,2
ECONOMIC & WORKFORCE DEVELOPM,OEWD - EPA GRANTS,FEDERAL GRANTS,,,,,,21870,178155,65811,116770,24185,219784,3
ECONOMIC & WORKFORCE DEVELOPM,OEWD - EPA GRANTS Total,,,,,,,21870,178155,65811,116770,24185,219784,2
ECONOMIC & WORKFORCE DEVELOPM,STATE OF DURHAM'S ECONOMY,SPECIAL GRANTS,,,,,,0,0,32436,15157,16718,5000,3
ECONOMIC & WORKFORCE DEVELOPM,STATE OF DURHAM'S ECONOMY Total,,,,,,,0,0,32436,15157,16718,5000,2
ECONOMIC & WORKFORCE DEVELOPM,EPA GRANTS -RECOVERY ACT,FEDERAL GRANTS,,,,,,216991,108706,10867,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,EPA GRANTS -RECOVERY ACT Total,,,,,,,216991,108706,10867,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,NEIGHBORHOOD REVITALIZATION,MISCELLANEOUS DEBT,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,NEIGHBORHOOD REVITALIZATION Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,2005 ABC GO BONDS,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,2005 ABC GO BONDS Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,2008 AB 2005 BONDS,2005 GENERAL OBLIGATION BONDS,,,,,,0,0,0,0,95233,0,3
ECONOMIC & WORKFORCE DEVELOPM,2008 AB 2005 BONDS Total,,,,,,,0,0,0,0,95233,0,2
ECONOMIC & WORKFORCE DEVELOPM,2010 AB 2005 BONDS,2005 GENERAL OBLIGATION BONDS,,,,,,0,0,0,0,204712,0,3
ECONOMIC & WORKFORCE DEVELOPM,2010 AB 2005 BONDS Total,,,,,,,0,0,0,0,204712,0,2
ECONOMIC & WORKFORCE DEVELOPM,2012 BC 2005 BONDS,TWO THIRDS BOND PROCEEDS-2005,,,,,,0,0,0,0,1383278,0,3
ECONOMIC & WORKFORCE DEVELOPM,2012 BC 2005 BONDS,2005 GENERAL OBLIGATION BONDS,,,,,,0,0,0,0,1395589,-42370,3
ECONOMIC & WORKFORCE DEVELOPM,2012 BC 2005 BONDS Total,,,,,,,0,0,0,0,2778868,-42370,2
ECONOMIC & WORKFORCE DEVELOPM,NEIGHBORHOOD REVITALIZATION,MISC CIP REVENUE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,NEIGHBORHOOD REVITALIZATION,TRANSFER FROM THE GENERAL FUND,,,,,,0,0,0,0,0,-750000,3
ECONOMIC & WORKFORCE DEVELOPM,NEIGHBORHOOD REVITALIZATION,CIP TRANSFERS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,NEIGHBORHOOD REVITALIZATION,TRANSFER FROM CIP PS IMPROVEM,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,NEIGHBORHOOD REVITALIZATION Total,,,,,,,0,0,0,0,0,-750000,2
ECONOMIC & WORKFORCE DEVELOPM,2005 NEIGHBORHOOD IMP BONDS,2005 GENERAL OBLIGATION BONDS,,,,,,0,59945,1200055,0,-1500000,0,3
ECONOMIC & WORKFORCE DEVELOPM,2005 NEIGHBORHOOD IMP BONDS Total,,,,,,,0,59945,1200055,0,-1500000,0,2
ECONOMIC & WORKFORCE DEVELOPM,PARKS & REC LOBS,2009 LOBS,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,PARKS & REC LOBS Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,2013 AB LOBS,2013 AB LOBS,,,,,,0,0,0,1000000,39688,-257132,3
ECONOMIC & WORKFORCE DEVELOPM,2013 AB LOBS Total,,,,,,,0,0,0,1000000,39688,-257132,2
ECONOMIC & WORKFORCE DEVELOPM,LINE OF CREDIT,BANK LINE OF CREDIT REVENUE,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,LINE OF CREDIT Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM,ECON & EMP DEV GASB 34 CONV,SALE OF SURPLUS EQUIPMENT,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,ECON & EMP DEV GASB 34 CONV,REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
ECONOMIC & WORKFORCE DEVELOPM,ECON & EMP DEV GASB 34 CONV Total,,,,,,,0,0,0,0,0,0,2
ECONOMIC & WORKFORCE DEVELOPM Total,,,,,,,,3115510,3513718,4138952,3520606,3871070,1111131,1
EMERGENCY COMMUNICATION,DURHAM EMERGENCY COMMUNICATION,COMMUNICATIONS CENTER,,,,,,939872,976934,1005995,1007539,1030736,1028025,3
EMERGENCY COMMUNICATION,DURHAM EMERGENCY COMMUNICATION Total,,,,,,,939872,976934,1005995,1007539,1030736,1028025,2
EMERGENCY COMMUNICATION,911 WIRELESS SURCHARGE,911 SURCHARGE TAX,,,,,,0,0,0,0,0,0,3
EMERGENCY COMMUNICATION,911 WIRELESS SURCHARGE,WIRELESS SURCHARGE,,,,,,0,0,0,0,0,0,3
EMERGENCY COMMUNICATION,911 WIRELESS SURCHARGE,TRANSFERS FROM 911 SURCHAGE FU,,,,,,0,0,0,0,0,0,3
EMERGENCY COMMUNICATION,911 WIRELESS SURCHARGE,FER FROM 911 SURCHG,,,,,,0,0,0,0,0,0,3
EMERGENCY COMMUNICATION,911 WIRELESS SURCHARGE Total,,,,,,,0,0,0,0,0,0,2
EMERGENCY COMMUNICATION,RADIO SYSTEM MAINTENANCE,DURHAM COUNTY,,,,,,0,0,0,0,0,237392,3
EMERGENCY COMMUNICATION,RADIO SYSTEM MAINTENANCE,RADIO MAINTENANCE-LABOR,,,,,,0,0,0,0,0,0,3
EMERGENCY COMMUNICATION,RADIO SYSTEM MAINTENANCE,RADIO MAINTENANCE-NCCU,,,,,,0,0,0,0,0,42778,3
EMERGENCY COMMUNICATION,RADIO SYSTEM MAINTENANCE,RAD MAINTENANCE-FAYETTEVILLE,,,,,,0,0,0,0,0,0,3
EMERGENCY COMMUNICATION,RADIO SYSTEM MAINTENANCE Total,,,,,,,0,0,0,0,0,280170,2
EMERGENCY COMMUNICATION,EMERGENCY TELEPHONE SYSTEM FUN,911 SURCHARGE TAX,,,,,,1517247,1796331,1413750,1482087,1608226,1619955,3
EMERGENCY COMMUNICATION,EMERGENCY TELEPHONE SYSTEM FUN,911 SURCHARGE,,,,,,0,0,0,0,0,0,3
EMERGENCY COMMUNICATION,EMERGENCY TELEPHONE SYSTEM FUN,APPROPRIATIONS FROM FUND BALAN,,,,,,0,0,0,0,0,0,3
EMERGENCY COMMUNICATION,EMERGENCY TELEPHONE SYSTEM FUN,TRANSFERS FROM RESERVES,,,,,,0,0,0,0,0,0,3
EMERGENCY COMMUNICATION,EMERGENCY TELEPHONE SYSTEM FUN Total,,,,,,,1517247,1796331,1413750,1482087,1608226,1619955,2
EMERGENCY COMMUNICATION,MISC FED/DOJ PASS THRU OTHER,FEDERAL PASSED THRU OTHER,,,,,,18070,0,0,0,0,0,3
EMERGENCY COMMUNICATION,MISC FED/DOJ PASS THRU OTHER Total,,,,,,,18070,0,0,0,0,0,2
EMERGENCY COMMUNICATION,EMERGENCY COMM GASB 34 CONV,SALE OF SURPLUS EQUIPMENT,,,,,,0,0,0,0,0,0,3
EMERGENCY COMMUNICATION,EMERGENCY COMM GASB 34 CONV Total,,,,,,,0,0,0,0,0,0,2
EMERGENCY COMMUNICATION Total,,,,,,,,2475189,2773265,2419745,2489626,2638962,2928150,1
FINANCE,FINANCE - ACCOUNTING,MISCELLANEOUS CHARGES,,,,,,0,0,0,0,0,0,3
FINANCE,FINANCE - ACCOUNTING,MISC REV CHG - MANUAL CKS,,,,,,0,0,0,1020,0,0,3
FINANCE,FINANCE - ACCOUNTING,ADMINISTRATIVE FEE,,,,,,6884,7089,6528,6020,5631,5776,3
FINANCE,FINANCE - ACCOUNTING,INDIRECT COSTS,,,,,,0,0,0,0,0,0,3
FINANCE,FINANCE - ACCOUNTING,BANK OF AMERICA REBATE,,,,,,0,63389,82361,106650,117791,114086,3
FINANCE,FINANCE - ACCOUNTING Total,,,,,,,6884,70478,88889,113690,123422,119862,2
FINANCE,FINANCE - CUSTOMER & BILLING S,INDIRECT COSTS,,,,,,0,0,0,0,0,0,3
FINANCE,FINANCE - CUSTOMER & BILLING S,TRANSFER FROM-WATER AND SEWER,,,,,,0,0,0,0,0,0,3
