LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,TOOLTIP,SOURCE,SOURCE URL,2011,2012,2013,2014,2015,2016,LEVEL
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,ICMA RET HEALTH SAVINGS PLAN,,,,,,3640,3780,2870,2030,1435,1610,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,BC/BS HEALTH INS - CITY,,,,,,90407,116333,114258,104467,98930,98447,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,RETIREMENT CONTRIBUTIONS-LGERS,,,,,,44006,56982,54035,55383,54216,48003,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,NON-LAW ENFORCEMENT 401-K,,,,,,20790,33129,36076,35252,34507,35984,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,CAR ALLOWANCE,,,,,,3000,0,2235,3600,3135,0,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,CELLPHONE,,,,,,690,1560,1920,1470,1770,1500,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,OFFICE SUPPLIES,,,,,,10747,7038,7193,8617,8173,7479,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,POSTAGE,,,,,,455,248,318,304,228,77,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,PRINTING & DUPLICATION,,,,,,0,0,8,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,PRINTING-INTERNAL SERVICES,,,,,,5237,7146,8485,8487,7271,8379,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,SPECIALIZED DEPARTMENT SUPPLIE,,,,,,2573,2321,1484,5813,4189,9254,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,SAFETY SHOES,,,,,,220,234,229,366,425,483,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,LOCAL TELEPHONE SERVICE,,,,,,18026,17931,15838,16735,17426,8577,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,LONG DISTANCE TELEPHONE SERVIC,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,CELLULAR PHONE,,,,,,1705,1359,1445,2950,2842,3643,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,IPT TELEPHONE CHARGES,,,,,,32995,35565,33017,35720,1142,9176,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,GASOLINE,,,,,,709,2015,1444,985,928,807,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,AUTOMOTIVE & VEHICLE MAINTENAN,,,,,,116,163,121,261,38,2278,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,MACHINERY & EQUIPMENT MAINTENA,,,,,,0,0,0,0,6,2179,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,EQUIPMENT MAINTENANCE & SERVIC,,,,,,0,2278,0,30,1150,0,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,TRAVEL,,,,,,96,0,0,4165,427,573,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,TRAINING & RELATED TRAVEL,,,,,,1739,7157,2885,3062,3572,16652,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,DUES & PROFESSIONAL MEMBERSHIP,,,,,,3507,2916,3464,4674,3356,2338,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,SUBSCRIPTIONS,,,,,,0,2823,196,1964,1219,1231,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,NON-FIXED ASSET EQUIPMENT,,,,,,34,1416,16059,0,813,1130,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,NON-FIXED ASSET COMPUTER SOFTW,,,,,,0,2146,1110,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,SPECIAL CONTRACTUAL SERVICES,,,,,,255,4668,417,0,3060,2265,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,OTHER OPERATING COSTS,,,,,,9,10551,17328,7493,16932,20282,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,ADVERTISING,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,CONTRIBUTIONS TO OTHER AGENCIE,,,,,,455411,358010,208795,161719,133395,133395,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO,GENERAL & ADMINISTRATIVE,,,,,,6896,12832,16008,14503,34621,41361,3
GENERAL SERVICES,GENERAL SERVICES ADMINISTRATIO  Total,,,,,,,1455124,1562796,1416403,1329196,1265382,1251583,2
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,FULL TIME PERSONNEL,,,,,,423962,321071,325211,297042,295636,226731,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,LONGEVITY,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,FICA EXPENSE,,,,,,24452,19492,19315,17633,17589,13435,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,MEDICARE EXPENSE,,,,,,5719,4559,4517,4124,4114,3142,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,LIFE INSURANCE,,,,,,934,706,652,569,585,438,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,DENTAL INSURANCE PREMIUM,,,,,,2467,2329,1906,1342,1381,1286,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,ICMA RET HEALTH SAVINGS PLAN,,,,,,0,0,1645,1820,1820,1260,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,BC/BS HEALTH INS - CITY,,,,,,60280,48728,47723,41759,42433,30331,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,RETIREMENT CONTRIBUTIONS-LGERS,,,,,,26820,23079,21919,20901,20817,14956,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,NON-LAW ENFORCEMENT 401-K,,,,,,12671,13418,14635,13303,13250,11212,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,CELLPHONE,,,,,,2160,1680,1383,1440,1440,870,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,OFFICE SUPPLIES,,,,,,20,19,199,115,4009,748,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,POSTAGE,,,,,,18,5,7,0,9,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,PRINTING & DUPLICATION,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,PRINTING-INTERNAL SERVICES,,,,,,0,43,43,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,SPECIALIZED DEPARTMENT SUPPLIE,,,,,,0,757,136,4,70,90,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,SAFETY SHOES,,,,,,0,0,0,186,0,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,LOCAL TELEPHONE SERVICE,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,CELLULAR PHONE,,,,,,0,463,635,632,811,689,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,ELECTRICITY,,,,,,144,0,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,WATER,,,,,,482,290,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,STORM WATER RUN-OFF,,,,,,4143,5406,4450,463,2245,10286,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,GASOLINE,,,,,,666,683,770,557,373,55,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,AUTOMOTIVE & VEHICLE MAINTENAN,,,,,,268,87,204,58,801,143,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,EQUIPMENT MAINTENANCE & SERVIC,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,FACILITIES & GROUNDS MAINTENAN,,,,,,14,0,0,0,26,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,TRAVEL,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,TRAINING & RELATED TRAVEL,,,,,,2153,705,817,2234,1489,1095,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,DUES & PROFESSIONAL MEMBERSHIP,,,,,,2750,3653,3865,3696,3495,3295,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,SUBSCRIPTIONS,,,,,,159,217,583,1082,1207,2657,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,NON-FIXED ASSET EQUIPMENT,,,,,,205,90,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,SPECIAL CONTRACTUAL SERVICES,,,,,,32183,1182,2510,14791,5350,7926,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,ADVERTISING,,,,,,0,0,738,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE,GENERAL & ADMINISTRATIVE,,,,,,1,654,289,37,420,22000,3
GENERAL SERVICES,GENERAL SERVICES REAL ESTATE  Total,,,,,,,602671,449314,454149,423787,419370,352644,2
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,FULL TIME PERSONNEL,,,,,,820686,728809,767638,636259,721284,779123,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,PART-TIME PERSONNEL,,,,,,8921,0,3659,14262,45105,0,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,CONTRACTUAL PERSONAL SERVICES,,,,,,,,0,,6070,0,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,FICA EXPENSE,,,,,,48720,45039,46177,38371,44750,45764,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,MEDICARE EXPENSE,,,,,,11394,10533,10799,8974,10466,10703,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,LIFE INSURANCE,,,,,,1752,1581,1475,1125,1498,1469,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,DENTAL INSURANCE PREMIUM,,,,,,3503,3702,3749,3042,4463,4618,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,ICMA RET HEALTH SAVINGS PLAN,,,,,,3325,3780,3815,3395,6440,7595,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,BC/BS HEALTH INS - CITY,,,,,,102019,85784,74421,70777,98405,103405,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,RETIREMENT CONTRIBUTIONS-LGERS,,,,,,51961,52053,49812,45201,53867,51716,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,NON-LAW ENFORCEMENT 401-K,,,,,,24548,30263,33277,28770,34286,38768,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,CELLPHONE,,,,,,3240,2700,3000,2550,2670,2520,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,PERSONAL SERVICES DISTRIBUTION,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,SALARY ALLOCATION,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,OFFICE SUPPLIES,,,,,,93,40,1,655,477,850,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,POSTAGE,,,,,,109,41,7,23,2,0,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,PRINTING-INTERNAL SERVICES,,,,,,0,0,21,722,86,72,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,SPECIALIZED DEPARTMENT SUPPLIE,,,,,,0,2573,14703,994,0,92,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,SAFETY SHOES,,,,,,0,216,0,538,250,285,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,LOCAL TELEPHONE SERVICE,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,CELLULAR PHONE,,,,,,1418,1089,591,306,558,1445,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,GASOLINE,,,,,,1316,1165,1450,717,410,233,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,AUTOMOTIVE & VEHICLE MAINTENAN,,,,,,797,708,380,195,751,91,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,COMPUTER MAINTENANCE & REPAIRS,,,,,,2467,5995,0,6100,6790,0,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,TRAVEL,,,,,,0,0,0,811,0,540,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,TRAINING & RELATED TRAVEL,,,,,,0,2742,1243,5574,7583,6328,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,DUES & PROFESSIONAL MEMBERSHIP,,,,,,50,450,225,755,500,638,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,SUBSCRIPTIONS,,,,,,2259,677,0,3300,99,861,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,NON-FIXED ASSET EQUIPMENT,,,,,,0,694,0,0,0,125,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,NON-FIXED ASSET COMPUTER SOFTW,,,,,,0,2479,798,2326,4616,402,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,ADVERTISING,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT,GENERAL & ADMINISTRATIVE,,,,,,21946,517,4812,4888,11583,19022,3
GENERAL SERVICES,GENERAL SERVICES: PROJECT MGMT  Total,,,,,,,1110524,983630,1022056,880629,1063007,1076662,2
GENERAL SERVICES,GS: MAINTENANCE INITIATIVE,ELECTRICITY,,,,,,,,0,,3948,21548,3
GENERAL SERVICES,GS: MAINTENANCE INITIATIVE  Total,,,,,,,0,0,0,43,3948,21548,2
GENERAL SERVICES,GS: BUILDING MAINT,FULL TIME PERSONNEL,,,,,,1075379,1100794,1127937,1151240,1199471,1252492,3
GENERAL SERVICES,GS: BUILDING MAINT,OVERTIME,,,,,,143668,91357,17126,14035,21501,18624,3
GENERAL SERVICES,GS: BUILDING MAINT,LONGEVITY,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GS: BUILDING MAINT,CONTRACTUAL PERSONAL SERVICES,,,,,,0,5119,2515,0,4701,0,3
GENERAL SERVICES,GS: BUILDING MAINT,FICA EXPENSE,,,,,,70742,70351,65232,65922,69956,72892,3
GENERAL SERVICES,GS: BUILDING MAINT,MEDICARE EXPENSE,,,,,,16544,16453,15256,15417,16360,17048,3
GENERAL SERVICES,GS: BUILDING MAINT,LIFE INSURANCE,,,,,,2346,2414,2270,2245,2341,2375,3
GENERAL SERVICES,GS: BUILDING MAINT,DENTAL INSURANCE PREMIUM,,,,,,8170,10416,10394,10637,11301,11319,3
GENERAL SERVICES,GS: BUILDING MAINT,ICMA RET HEALTH SAVINGS PLAN,,,,,,1995,4074,5827,5935,5355,5985,3
GENERAL SERVICES,GS: BUILDING MAINT,BC/BS HEALTH INS - CITY,,,,,,185078,215213,218187,214113,209026,220002,3
GENERAL SERVICES,GS: BUILDING MAINT,RETIREMENT CONTRIBUTIONS-LGERS,,,,,,69417,79358,77160,82064,85948,84080,3
GENERAL SERVICES,GS: BUILDING MAINT,RETIREMENT CONTRIBUTIONS-LEO,,,,,,7852,5227,0,0,0,0,3
GENERAL SERVICES,GS: BUILDING MAINT,SPECIAL LAW ENFORCEMENT 401(K),,,,,,6125,3711,0,0,0,0,3
GENERAL SERVICES,GS: BUILDING MAINT,NON-LAW ENFORCEMENT 401-K,,,,,,32796,46139,51515,52233,54705,63029,3
GENERAL SERVICES,GS: BUILDING MAINT,LEO SPECIAL SEPARATION ALLOWAN,,,,,,6357,4007,0,0,0,0,3
GENERAL SERVICES,GS: BUILDING MAINT,OFFICE SUPPLIES,,,,,,572,120,159,184,476,280,3
GENERAL SERVICES,GS: BUILDING MAINT,PRINTING-INTERNAL SERVICES,,,,,,51,43,20,169,116,56,3
GENERAL SERVICES,GS: BUILDING MAINT,PRINTING-EXTERNAL SERVICES,,,,,,0,0,766,172,0,651,3
GENERAL SERVICES,GS: BUILDING MAINT,SANITATION & CLEANING MATERIAL,,,,,,787,80,189,0,755,3484,3
GENERAL SERVICES,GS: BUILDING MAINT,SPECIALIZED DEPARTMENT SUPPLIE,,,,,,4493,1167,957,84,2603,2890,3
GENERAL SERVICES,GS: BUILDING MAINT,SMALL HAND TOOLS,,,,,,249,0,1181,623,649,378,3
GENERAL SERVICES,GS: BUILDING MAINT,UNIFORMS & CLOTHING PURCHASES,,,,,,6016,506,6922,355,40,621,3
GENERAL SERVICES,GS: BUILDING MAINT,UNIFORMS & LAUNDRY SERVICES,,,,,,5374,2889,3171,3225,2630,9900,3
GENERAL SERVICES,GS: BUILDING MAINT,SAFETY SHOES,,,,,,2530,2382,2753,2453,3041,2769,3
GENERAL SERVICES,GS: BUILDING MAINT,FACILITY RENT,,,,,,0,0,0,0,495,0,3
GENERAL SERVICES,GS: BUILDING MAINT,EQUIPMENT RENTALS,,,,,,4746,0,16256,0,5226,6961,3
GENERAL SERVICES,GS: BUILDING MAINT,LOCAL TELEPHONE SERVICE,,,,,,0,15117,4636,0,0,0,3
GENERAL SERVICES,GS: BUILDING MAINT,LONG DISTANCE TELEPHONE SERVIC,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GS: BUILDING MAINT,CELLULAR PHONE,,,,,,4687,4591,6427,7125,17537,20654,3
GENERAL SERVICES,GS: BUILDING MAINT,ELECTRICITY,,,,,,560914,565511,611350,604101,620397,604274,3
GENERAL SERVICES,GS: BUILDING MAINT,LANDFILL CHARGES,,,,,,621,497,4580,608,603,569,3
GENERAL SERVICES,GS: BUILDING MAINT,NATURAL GAS,,,,,,119426,104724,130121,136573,111076,89140,3
GENERAL SERVICES,GS: BUILDING MAINT,WATER,,,,,,49601,50077,51053,47366,47934,60261,3
GENERAL SERVICES,GS: BUILDING MAINT,STORM WATER RUN-OFF,,,,,,27694,31152,34137,37170,43901,46047,3
GENERAL SERVICES,GS: BUILDING MAINT,FUEL OIL,,,,,,467,432,0,927,0,197,3
GENERAL SERVICES,GS: BUILDING MAINT,GASOLINE,,,,,,26175,33576,29449,29972,22058,15763,3
GENERAL SERVICES,GS: BUILDING MAINT,DIESEL OIL,,,,,,1113,933,2382,1455,920,526,3
GENERAL SERVICES,GS: BUILDING MAINT,AUTOMOTIVE & VEHICLE MAINTENAN,,,,,,9841,9564,10030,17601,26356,21023,3
GENERAL SERVICES,GS: BUILDING MAINT,EXTERNAL SERVICES,,,,,,130,0,0,0,0,0,3
GENERAL SERVICES,GS: BUILDING MAINT,COMPUTER MAINTENANCE & REPAIRS,,,,,,148,0,135,0,0,0,3
GENERAL SERVICES,GS: BUILDING MAINT,MACHINERY & EQUIPMENT MAINTENA,,,,,,0,0,984,1833,3073,84,3
GENERAL SERVICES,GS: BUILDING MAINT,EQUIPMENT MAINTENANCE & SERVIC,,,,,,30280,6065,916,1885,240,0,3
GENERAL SERVICES,GS: BUILDING MAINT,FACILITIES & GROUNDS MAINTENAN,,,,,,523388,626034,571020,580868,552084,769241,3
GENERAL SERVICES,GS: BUILDING MAINT,MAINTENANCE & REPAIR MATERIALS,,,,,,2609,61,14888,8768,1839,988,3
GENERAL SERVICES,GS: BUILDING MAINT,MAINTENANCE REPLACEMENT,,,,,,,,,,,,3
GENERAL SERVICES,GS: BUILDING MAINT,TRAVEL,,,,,,0,1477,1764,334,245,645,3
GENERAL SERVICES,GS: BUILDING MAINT,TRAINING & RELATED TRAVEL,,,,,,1567,6836,6597,17050,8167,4931,3
GENERAL SERVICES,GS: BUILDING MAINT,DUES & PROFESSIONAL MEMBERSHIP,,,,,,744,718,686,906,384,586,3
GENERAL SERVICES,GS: BUILDING MAINT,SUBSCRIPTIONS,,,,,,0,316,0,0,-719,25,3
GENERAL SERVICES,GS: BUILDING MAINT,PROFESSIONAL SERVICES,,,,,,420,0,420,0,0,0,3
GENERAL SERVICES,GS: BUILDING MAINT,NON-FIXED ASSET EQUIPMENT,,,,,,5890,3798,1606,3426,3362,9719,3
GENERAL SERVICES,GS: BUILDING MAINT,NON-FIXED ASSET COMPUTER SOFTW,,,,,,0,0,4605,0,0,2000,3
GENERAL SERVICES,GS: BUILDING MAINT,SPECIAL CONTRACTUAL SERVICES,,,,,,19280,48277,51021,61569,44883,76265,3
GENERAL SERVICES,GS: BUILDING MAINT,ADVERTISING,,,,,,0,0,0,275,0,0,3
GENERAL SERVICES,GS: BUILDING MAINT,GENERAL & ADMINISTRATIVE,,,,,,3535,3813,4201,7471,1572,9557,3
GENERAL SERVICES,GS: BUILDING MAINT,CONTINGENCIES,,,,,,0,5106,2096,0,0,0,3
GENERAL SERVICES,GS: BUILDING MAINT,FURNITURE & EQUIPMENT,,,,,,0,7442,5000,0,0,30245,3
GENERAL SERVICES,GS: BUILDING MAINT  Total,,,,,,,3039817,3187936,3175899,3188388,3202606,3538577,2
GENERAL SERVICES,DURHAM STATION,OFFICE SUPPLIES,,,,,,197,0,0,0,0,0,3
GENERAL SERVICES,DURHAM STATION,SPECIALIZED DEPARTMENT SUPPLIE,,,,,,0,0,0,0,356,0,3
GENERAL SERVICES,DURHAM STATION,ELECTRICITY,,,,,,24346,31506,34039,33929,15111,24143,3
GENERAL SERVICES,DURHAM STATION,NATURAL GAS,,,,,,220,222,224,413,1256,379,3
GENERAL SERVICES,DURHAM STATION,WATER,,,,,,-14728,6259,6618,9548,4977,8078,3
GENERAL SERVICES,DURHAM STATION,STORM WATER RUN-OFF,,,,,,3041,3140,3405,3730,4050,1013,3
GENERAL SERVICES,DURHAM STATION,FACILITIES & GROUNDS MAINTENAN,,,,,,26205,19204,15410,21510,23935,12363,3
GENERAL SERVICES,DURHAM STATION,SPECIAL CONTRACTUAL SERVICES,,,,,,42749,47988,59162,21720,1564,132,3
GENERAL SERVICES,DURHAM STATION,OTHER OPERATING COSTS,,,,,,12210,2080,12250,-136,0,0,3
GENERAL SERVICES,DURHAM STATION  Total,,,,,,,94240,110399,131108,90713,51248,46131,2
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,FULL TIME PERSONNEL,,,,,,366455,350083,342585,329663,345329,338458,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,OVERTIME,,,,,,17730,17599,32682,14315,6166,10714,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,SHIFT DIFFERENTIAL,,,,,,0,1047,0,0,0,0,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,LONGEVITY,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,CONTRACTUAL PERSONAL SERVICES,,,,,,0,8476,0,0,7423,0,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,FICA EXPENSE,,,,,,21369,21322,21068,19609,20256,20065,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,MEDICARE EXPENSE,,,,,,4998,4987,4927,4586,4738,4693,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,LIFE INSURANCE,,,,,,777,756,688,631,670,650,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,DENTAL INSURANCE PREMIUM,,,,,,3997,4086,4738,4162,4170,3578,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,ICMA RET HEALTH SAVINGS PLAN,,,,,,910,1731,2870,4095,5985,6300,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,BC/BS HEALTH INS - CITY,,,,,,108670,108040,104481,87270,85935,85496,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,RETIREMENT CONTRIBUTIONS-LGERS,,,,,,24461,26142,25278,24200,24759,23008,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,NON-LAW ENFORCEMENT 401-K,,,,,,11556,15198,16877,15403,15759,17248,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,CELLPHONE,,,,,,,,,,,,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,SANITATION & CLEANING MATERIAL,,,,,,56411,53142,96518,98065,77754,90603,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,SMALL HAND TOOLS,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,UNIFORMS & CLOTHING PURCHASES,,,,,,3126,459,3377,755,1003,76,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,UNIFORMS & LAUNDRY SERVICES,,,,,,184,0,0,0,0,5765,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,SAFETY SHOES,,,,,,1054,1328,1518,1374,1009,1314,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,EQUIPMENT RENTALS,,,,,,0,9097,12856,10986,9441,10795,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,LOCAL TELEPHONE SERVICE,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,CELLULAR PHONE,,,,,,862,1080,668,147,400,1202,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,WATER,,,,,,829,856,876,469,79,81,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,STORM WATER RUN-OFF,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,GASOLINE,,,,,,3811,4936,4296,5161,4273,2953,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,AUTOMOTIVE & VEHICLE MAINTENAN,,,,,,201,384,684,1706,831,529,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,EQUIPMENT MAINTENANCE & SERVIC,,,,,,0,3461,0,216,877,2251,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,FACILITIES & GROUNDS MAINTENAN,,,,,,180,9557,2015,1810,4842,0,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,MAINTENANCE & REPAIR MATERIALS,,,,,,0,570,0,91,0,0,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,TRAVEL,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,NON-FIXED ASSET EQUIPMENT,,,,,,0,8465,0,0,3110,0,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,SPECIAL CONTRACTUAL SERVICES,,,,,,27842,55258,53959,85438,32260,69631,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES,GENERAL & ADMINISTRATIVE,,,,,,770,890,410,-1038,400,0,3
GENERAL SERVICES,GS:  CUSTODIAL SERVICES  Total,,,,,,,656193,708948,733371,709115,657470,695410,2
GENERAL SERVICES,GS: COMMUNITY CENTER AT LYON P,LOCAL TELEPHONE SERVICE,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GS: COMMUNITY CENTER AT LYON P,ELECTRICITY,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GS: COMMUNITY CENTER AT LYON P,LANDFILL CHARGES,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GS: COMMUNITY CENTER AT LYON P,NATURAL GAS,,,,,,0,0,0,0,199,0,3
GENERAL SERVICES,GS: COMMUNITY CENTER AT LYON P,WATER,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GS: COMMUNITY CENTER AT LYON P,EQUIPMENT MAINTENANCE & SERVIC,,,,,,0,0,0,0,0,0,3
GENERAL SERVICES,GS: COMMUNITY CENTER AT LYON P,FACILITIES & GROUNDS MAINTENAN,,,,,,92,0,0,0,0,0,3
